answers,cd,code,content
 ANSWERS: Đường thằng \(\left( {{d_1}} \right)\)  nằm trong mặt phẳng \(\left( P \right)\)   |  Đường thằng \(\left( {{d_1}} \right)\)  giao với mặt phẳng \(\left( P \right)\)   |  Đường thằng \(\left( {{d_2}} \right)\)  nằm trong mặt phẳng \(\left( P \right)\)   |  Đường thằng \(\left( {{d_2}} \right)\)  song song với mặt phẳng \(\left( P \right)\)  ,H07,H07-05c-0a2," Cho mặt phẳng (P) \(7{\text{x}} + 3y - 5{\text{z}} + 1 = 0\)  , đường thẳng \(\left( {{d_1}} \right)\frac{{x + 3}}{1} = \frac{{y - 1}}{1} = \frac{z}{2}\)  ,đường thẳng  \(\left( {{d_2}} \right)\frac{{x - 1}}{1} = \frac{{y + 1}}{1} = \frac{{z - 1}}{2}\)  . Chọn khẳng định ĐÚNG:"
 ANSWERS:\(m = \frac{7}{2}\) | \(m = \frac{1}{2}\) | \(m = \frac{5}{2}\) | \(m = 1\),D07,00-03a-1a3,"  Gọi  \({x_1},{x_2}\)  là hai điểm cực trị hàm số  \(y = \frac{1}{3}{x^3} - m{x^2} + \left( {2m - 1} \right)x - 3\). Giá trị của m để \({x_1}{x_2} = 6\) là:"
 ANSWERS: Khoảng cách giữa hai đáy của một hình trụ bằng chiều cao của hình trụ đó  |  Nếu mặt phẳng cắt mặt cầu thì giao tuyến của chúng là một đường tròn lớn của mặt cầu đó  |  Độ dài đoạn thẳng nối hai điểm thuộc hai đường tròn đáy của một hình trụ bằng độ dài đường sinh của hình trụ đó |  Đoạn thẳng nối hai điểm cùng thuộc một mặt cầu là một đường kính của mặt cầu đó ,H07,10-24b-2001a32, Khẳng định nào sau đây là khẳng định đúng ? 
 ANSWERS:\(\sqrt {{a^2} + {b^2} + {c^2}} \) | \(\sqrt {2\left( {{a^2} + {b^2} + {c^2}} \right)} \) | \(\frac{{\sqrt {{a^2} + {b^2} + {c^2}} }}{3}\) | \(\frac{1}{2}\sqrt {{a^2} + {b^2} + {c^2}} \),H06,00-35a-2a3,"  Một hình hộp hình chữ nhật nội tiếp mặt cầu và có ba kích thước là \(a\), \(b\), \(c\). Tính bán kính của mặt cầu."
 ANSWERS: \(2{a^2}\)  |  \(4{a^2}\)  |  \({a^2}\)  |  \(\frac{{4{a^2}}}{3}\) ,H03,01-17a-5a3,"  Cho hình chóp \(S.ABCD\) . Đáy là hình chữ nhật.  \(DC = 2a,AD = a,SD = a\sqrt 5 \) .SA vuông góc với AB và AD, M thuộc AD, \(DM = x\) . Mặt phẳng  \(\left( P \right)\)  đi qua M và song song với  \(\left( {SAB} \right)\) .Dựng  \(\left( P \right)\) ,tìm thiết diện của hình chóp cắt bởi  \(\left( P \right)\) .Tính diện tích thiết diện theo a và x. Tìm giá trị lớn nhất của diện tích thiết diện"
 ANSWERS:\(m = 2\) hoặc\(m = - 3\). | \(m = - 2\) hoặc\(m = 3\). | \(m = 1\). | \(m = - 1\).,D10,10-53a-2001a21,  Cho hai số phức \(z = m + 3i\) và \(z' = 2 - \left( {m + 1} \right)i\). Tìm các giá trị của tham số thực \(m\)để \(z.z'\) là có phần thực bằng 8
" ANSWERS: \(40,{89^o}\)  |  \(54,{73^o}\)  |  \(67,{78^o}\)  |  \(35,{25^o}\) ",H04,00-24b-2a11,  Cho hình chóp S.ABCD. Đáy là hình vuông cạnh a. ∆ SAB đều. (SAB) ⊥ (ABCD). Xác định góc giữa (SCD) và (ABCD) 
 ANSWERS:0 | 4 | 2 | 5,D08,00-23a-3a3,"  Phương trình : \({3^{1 + x}} + {3^{1 - x}} = 10\)  có hai nghiệm  \({x_1},\,{x_2}\) . Tính  \({x_1} + {x_2}\)  ?"
 ANSWERS: \( - 2 < m < 2\)  |  \( - 2 \leqslant m \leqslant 2\)  |  \(m \leqslant - 2\)  |  \(m \geqslant 2\) ,D07,00-05a-1a9,  Tìm m để hàm số \(y = \frac{{{x^3}}}{3} + m{x^2} + 4x\)  để hàm số đồng biến trên  \(\mathbb{R}\) 
 ANSWERS: \(12\;\% \)  |  \(23\;\% \)  |  \(3\;\% \)  |  \(2\;\% \) ,D02,01-73a-5a3,"  Có  \(20\)  tấm thẻ được đánh số từ  \(1\)  đến  \(20\) . Chọn ngẫu nhiên  \(8\)  tấm, tính xác suất để chọn được  \(5\)  tấm mang số lẻ,  \(3\)  tấm mang số chẵn trong đó ít nhất có  \(2\)  tấm mang số chia hết cho  \(4\) , kết quả gần đúng là"
 ANSWERS: \(y = {x^4} - 4{x^2} + 3\)  |  \(y = {x^4} + 4{x^2} - 5\)  |  \(y = - {x^4} + 4{x^2} - 3\)  |  \(y = - {x^4} + 4{x^2} + 3\) ,D07,01-42a-1a4, Đường cong trong hình bên là đồ thị của hàm số nào trong bốn phương án dưới đây?
" ANSWERS: \(x = k2\pi ,k \in \mathbb{Z}.\)  |  \(x = k\frac{{2\pi }}{5},k \in \mathbb{Z}.\)  |  \(x = \pi + k\pi ,k \in \mathbb{Z}.\)  |  \(x = k\pi \vee x = k\frac{\pi }{5},k \in \mathbb{Z}.\) ",D01,01-15a-1a5,  Giải phương trình   \({\sin ^2}2x + c{\text{o}}{{\text{s}}^2}3x = 1.\) 
 ANSWERS: \(\frac{{9\sqrt {138} }}{{184}}\)  |  \(\frac{{3\sqrt {138} }}{{46}}\)  |  \(\frac{{9\sqrt 3 }}{{16\sqrt {46} }}\)  |  \(\frac{{9\sqrt {138} }}{{46}}\) ,H05,00-40a-1a38,"  Cho hình lăng trụ đứng  \(ABC.A'B'C'\) có  \(AB = 1\) ,  \(AC = 2\) ,  \(AA' = 3\) và   \(\widehat {BAC} = 120^\circ \) . Gọi \(M\), \(N\) lần lượt là các điểm trên cạnh  \(BB'\) ,  \(CC'\) sao cho  \(BM = 3B'M\) ;  \(CN = 2C'N\) . Tính khoảng cách từ điểm \(M\) đến mặt phẳng   \(\left( {A'BN} \right)\) ."
 ANSWERS: \(\frac{1}{8}\)  |  \(\frac{2}{3}\)  |  \(\frac{3}{4}\)  |  \(\frac{2}{5}\) ,H05,00-11a-3a8,  Cho lăng trụ ABC.A’B’C’ . Tính tỷ số   \(P = \frac{{{V_{A.BCC'B'}}}}{{{V_{ABC.A'B'C'}}}}\)  ?
 ANSWERS:n=5 | n=6 | n=8 | n=7,D03,01-33a-1a24,  Tìm \(n \in Z\) thoả mãn   \(\frac{{(n + 3)!}}{{(n - 5)!}} = 720.A_n^5\) 
 ANSWERS: \(BD \bot \left( {SAI} \right)\)   |  \(SA \bot \left( {BDC} \right)\)   |  \(AO \bot \left( {SBD} \right)\)   |  \(OB \bot \left( {AOD} \right)\)   | Đáp án khác...,H03,H03-01a-13b," Cho hình chóp S.ABCD.SA ⊥ đáy.Kẻ AI vuông góc với BD, Kẻ AO vuông góc với SI. Tìm khẳng định SAI trong các khẳng định sau:"
 ANSWERS: \(21{V_1} = 32{V_2}\)  |  \(8{V_1} = 27{V_2}\)  |  \(32{V_1} = 21{V_2}\)  |  \(27{V_1} = 8{V_2}\) ,H06,01-53a-5a4,"  Một chiếc chén hình trụ có chiều cao bằng đường kính quả bóng bàn. Người ta đặt quả bóng lên chiếc chén thì thấy phần ở ngoài của chiếc chén có chiều cao bằng  \(\frac{7}{8}\)  chiều cao của nó. Gọi  \({V_1},\,{V_2}\)  lần lượt là thể tích quả bóng và thể tích chiếc chén, khi đó:"
 ANSWERS:0 | 1 | 2 | 4,D07,01-51a-5a2,"  Cho hàm số   \(y = a{x^4} + b{x^3} + c{x^2} + dx + e\left( {a \ne 0} \right)\)  có đồ thị  \(\left( C \right)\) . Đồ thị hàm số   \(y = f'\left( {\left| x \right|} \right)\) như hình vẽ bên. Biết hàm số \(y = f'\left( x \right)\)  đạt cực tiểu tại  \(x = - 3\)  và 2 cực trị đều âm, hỏi đồ thị hàm số  \(\left( C \right)\) cắt trục hoành tại nhiều nhất bao nhiêu điểm?"
 ANSWERS: \(\left[ \begin{gathered}z = - 3i \hfill \\z = - i \hfill \\\end{gathered} \right.\)   |  \(\left[ \begin{gathered}z = 3i \hfill \\z = i \hfill \\\end{gathered} \right.\)   |  \(\left[ \begin{gathered}z = 3i \hfill \\z = - i \hfill \\\end{gathered} \right.\)   |  \(\left[ \begin{gathered}z = 3i \hfill \\z = - 1 \hfill \\\end{gathered} \right.\)   | Đáp án khác...,D10,D10-03a-7b,Tìm z trên tập C của pt: \({\left( {z + 3-i} \right)^2}-6\left( {z + 3-i} \right) + 13 = 0\)  
 ANSWERS: \(\frac{{{a^3}\sqrt 3 }}{{18}}\)  |  \(\frac{{{a^3}\sqrt 3 }}{3}\)  |  \(\frac{{{a^3}\sqrt 3 }}{9}\)  |  \(\frac{{{a^3}\sqrt 3 }}{6}\) ,H06,01-39a-3a8,"  Cho hình chóp S.ABC có\(SA \bot \left( {ABC} \right)\), đáy ABC là tam giác vuông tại A. Gọi M là trung điểm SA. Biết \(SA = a,AC = a\) và khoảng cách từ M đến (SBC) bằng \(\frac{a}{{2\sqrt 5 }}\).  Tính \({V_{S.ABC}}\)?"
 ANSWERS:\(d':3x - 4y + 18 = 0\) | \(d':3x - 4y - 18 = 0\) | \(d':3x + 4y - 18 = 0\) | \(d':3x + 4y + 18 = 0\),H03,02-13a-4a3,  Cho đường thẳng \(d:3x - 4y + 8 = 0\) và véc tơ \(\vec v( - 2;1)\) . Lập phương trình  \(d'\)  là ảnh của d qua phép tịnh tiến \(\vec v\)
 ANSWERS: \( - 1 \leqslant a \leqslant 1\)  |  \( - 2 \leqslant a \leqslant 2\)  |  \(\frac{{ - 1}}{2} \leqslant a \leqslant \frac{1}{2}\)  |  \( - 3 \leqslant a \leqslant 3\) ,D01,01-11a-4a6,"  Để phương trình   \(4\sin \left( {x + \frac{\pi }{3}} \right).\cos \left( {x - \frac{\pi }{6}} \right) = {a^2} + \sqrt 3 \sin 2x - \cos 2x\)  có nghiệm, tham số a phải thỏa mãn điều kiện?"
 ANSWERS:\({0^0}.\) | \( - {30^0}.\) | \({30^0}.\) | \( - {60^0}.\),D01,02-13a-1a12,  Tổng các nghiệm của phương trình  \(\tan \left( {2x - {{15}^0}} \right) = 1\) trên khoảng \(\left( { - {{60}^0};{{60}^0}} \right)\) bằng
" ANSWERS: \(\max = \,40\)  |  \(\max = \,42\)  |  \(\max = \,38\)  |  \(\max = \,44\) ",D07,00-28a-1a19,  Tìm giá trị lớn nhất của \(y = {x^3} - 3{x^2} - 9x + 35\) trên đoạn \(\left[ { - 1;1} \right]\)
 ANSWERS: \(\frac{{\pi \sqrt 3 }}{3}\)   |  \(\frac{{8\pi \sqrt 3 }}{3}\)   |  \(\frac{{4\pi \sqrt 3 }}{3}\)   |  \(\frac{{2\pi \sqrt 3 }}{3}\)  ,H06,00-01z-1a41, Thể tích của khối nón tròn xoay biết khoảng cách từ tâm của đáy đến đường sinh bằng \(\sqrt 3 \)  và thiết diện qua trục là một tam giác đều là
 ANSWERS:-3 | -4 | 0 | -5,D05,D05-07a-0k," Cho hàm số \(f(x) = \left\{ \begin{gathered} \frac{{{x^2} - 16}}{{\sqrt {4 - x} }}\,\,\,\,\,\,\,x < 4 \hfill \\ a + x\,\,\,\,\,\,\,\,\,\,\,\,x \geqslant 4 \hfill \\ \end{gathered} \right.\)  Tìm a để hàm số liên tục tại \({x_0} = 4\)  "
" ANSWERS: \(\max y = 4,\min y = \frac{{15}}{4}\)  |  \(\max y = 4\) , không tồn tại giá trị nhỏ nhất |  \(\min y = \frac{{15}}{4}\) , không tồn tại giá trị lớn nhất |  \(\max y = \frac{{17}}{4},\min y = \frac{{15}}{4}\) ",D07,00-18a-3a5,  Tìm giá trị lớn nhất và nhỏ nhất của hàm số  \(y = x - \sqrt {x - 4} \) 
 ANSWERS: \(0 \leqslant a \leqslant 4\)   |  \(a > 4\)   |  \(a \geqslant 4\)   |  \(0 \leqslant a < 4\)   | Đáp án khác...,D05,D05-02b-4h, Tìm a sao cho : \(\lim \left( {2n - \sqrt {a{n^2} + 1} } \right) = + \infty \)  
" ANSWERS:\(x = {30^0}\) vÃ  \(x = {150^0}\) | \(x = {20^0}\) vÃ  \(x = {140^0}\) | \(x = {40^0}\) vÃ  \(x = {160^0}\) | \(x = {30^0}\) vÃ \(\,x = {140^0}\)",D01,02-11a-1a6,"  Phương trình  \(\sin (x + {10^0}) = \frac{1}{2}\,\,({0^0} < x < {180^0})\)có nghiệm là"
 ANSWERS:\(S = e + 1\) | \(S = e - 1\) | \(S = {e^2} + 1\) | \(S = {e^2} - 1\),D09,10-48a-2001a26, Tính diện tích hình phẳng \(S\) giới hạn bởi các đường   \(y = \left( {{e^2} + 1} \right)x\) và  \(y = \left( {1 + {e^x}} \right)x.\) 
 ANSWERS:\(\ln 35.\) | \(2 + \ln 35.\) | \(3 + \ln 35.\) | \(4 + \ln 35.\),D09,10-50a-2001a20," Cho hàm số \(f\left( x \right)\) xác định trên \(\mathbb{R}\backslash \left\{ {\frac{1}{2}} \right\},\) thỏa  \(f'\left( x \right) = \frac{2}{{2x - 1}},{\text{ }}f\left( 0 \right) = 1\) và \(f\left( 1 \right) = 2.\) Giá trị của biểu thức  \(f\left( { - 3} \right) + f\left( 3 \right)\) bằng"
" ANSWERS: Hàm số đồng biến trên \(\left( {0;1} \right)\) , nghịch biến trên  \(\left( { - 1;0} \right)\)  |  Hàm số đồng biến trên  \(\left( { - 1;0} \right)\) và  \(\left( {0;1} \right)\) , nghịch biến trên 
 \(\left( { - \infty ;
- 1} \right)\) và  \(\left( {1;
+ \infty } \right)\)  |  Hàm số đồng biến trên  \(\left( { - 1;0} \right)\) , nghịch biến trên  \(\left( {0;1} \right)\)  |  Hàm số đồng biến trên  \(\left( { - \infty ;
- 1} \right)\) và 
 \(\left( {1;
+ \infty } \right)\) , nghịch biến trên  \(\left( { - 1;0} \right)\) và  \(\left( {0;1} \right)\) ",D07,00-25b-1a13,  Xét tính biến thiên của hàm số  \(y = \sqrt {1 - x} + \sqrt {1 + x} \) 
 ANSWERS: \( - 2\)  |  \(2\)  |  \(0\)  |  \( - 1\) ,D07,01-72a-1a3,  Tìm cực trị của hàm số sau:  \(y = \sqrt {4 - {x^2}} \) .
" ANSWERS: \(EF = \frac{1}{4}SA,SC \bot AB\)  |  \(FK = \frac{5}{6}SA,SA \bot BC\)  |  \(KE = \frac{2}{3}SA,SA \bot BC\)  |  \(BC = \frac{4}{3}SA,EK \bot EF\) ",H03,00-16b-3a4,"  Cho tứ diện S.ABC.E,F,K lần lượt là trung điểm của AB,SB,AC.  \(BC = \frac{4}{3}SA\) ,  \(FK = \frac{5}{6}SA\) . Khẳng định nào sau đây là SAI:"
 ANSWERS: \(\sum\limits_{k = 0}^n {C_n^k{{.2}^{n - k}}} .{x^k}\)  |  \(\sum\limits_{k = 0}^n {C_n^k{{.2}^{k - n}}} .{x^n}\)  |  \(\sum\limits_{k = 0}^n {C_n^k{{.2}^n}.{x^k}} \)  |  \(\sum\limits_{n = 0}^k {C_n^k{{.2}^{n - k}}.{x^k}} \) ,D03,02-29a-3a2,  Tìm công thức tổng quát khai triển nhị thức newton của   \({\left( {2 + x} \right)^n}\) 
 ANSWERS:2 | 1 | 3 | 0,D07,01-72a-1a7,  Cho họ đồ thị \(\left( {{C_m}} \right):y = {x^4} + m{x^2} - m - 1\). Có bao nhiêu điểm mà mọi đồ thị của họ \(\left( {{C_m}} \right)\) luôn đi qua với mọi giá trị thực của  \(m\) ?
 ANSWERS:\(\frac{1}{4}\)  | \(\frac{4}{3}\)  | \(\frac{3}{4}\)  | 4 | Đáp án khác...,D05,00-05b-1a22,Tổng của cấp số nhân vô hạn \(\frac{1}{3}; - \frac{1}{9}; ...; \frac{{{{\left( { - 1} \right)}^{n + 1}}}}{{{3^n}}}; ...\)  
 ANSWERS:\(\frac{{5\sqrt 3 }}{9}.\) | \(\frac{{2\sqrt 3 }}{3}.\) | \(2.\) | \(\frac{{7\sqrt 3 }}{9}.\),H03,12-16b-2002a26," Cho hình chóp  \(S.ABCD\)  có đáy  \(ABCD\)  là hình thang cân với cạnh bên  \(BC = 2,\)  hai đáy   \(AB = 6,\,\,\,CD = 4.\)  Mặt phẳng  \(\left( P \right)\)  song song với  \(\left( {ABCD} \right)\)  và cắt cạnh  \(SA\)  tại  \(M\)  sao cho  \(SA = 3\,SM.\)  Diện tích thiết diện của  \(\left( P \right)\)  và hình chóp  \(S.ABCD\)  bằng bao nhiêu?  "
 ANSWERS: \({U_n} = {2.2^{n + 1}}\)  vÃ   \({S_7} = 127\)  |  \({U_n} = {2^{n - 1}}\)  vÃ   \({S_7} = 127\)  |  \({U_n} = {2^{n - 1}}\)  vÃ   \({S_7} = 128\)  |  \({U_n} = {2.2^{n - 1}}\)  vÃ   \({S_7} = 127\) ,D04,02-29a-5a1,  Cho cấp số nhân biết :  \({U_2} + {U_5} - {U_4} = 10;{U_3} + {U_6} - {U_5} = 20\) . Tìm số hạng tổng quát và tính tổng 7 số hạng đầu tiên của dãy
 ANSWERS:150 V. | 261 V. | 277 V. | 100 V.,XXX,LY-02-55ba37,"  Đặt điện áp \(u = U\sqrt 2 \cos 100\pi t\,\,\left( V \right)\) vào đoạn mạch xoay chiều nối tiếp gồm biến trở R, cuộn dây có cảm kháng  \({Z_L} = 40\,\,\Omega \), điện trở thuần \(r = 20\,\,\Omega \) và tụ điện có dung kháng  \({Z_C} = 60\,\,\Omega \). Điều chỉnh R để công suất trên R lớn nhất. Khi đó điện áp giữa hai đầu đoạn mạch chứa cuộn dây và tụ điện là 150 V. Giá trị U là"
 ANSWERS:30 240 | 282 240 | 1 693 440 | 3 628 800,D02,00-35a-2a9, Xếp 7 bạn nam và 3 bạn nữ vào 10 ghế. Hỏi có bao nhiêu cách xếp sao cho không bạn nữ nào ngồi cạnh nhau vào ghế được xếp thành 1 hàng ngang
 ANSWERS:n=9 | n=8 | n=10 | n=7,D03,01-21a-4a1,  Giả sử n là số nguyên dương và   \({\left( {1 + x} \right)^n} = {a_0} + {a_1}x + {a_2}{x^2} + ... + {a_k}{x^k} + ... + {a_n}{x^n}\) . Biết rằng tồn tại số k nguyên \(\left( {1 \leqslant k \leqslant n - 1} \right)\)  sao cho   \(\frac{{{a_{k - 1}}}}{2} = \frac{{{a_k}}}{9} = \frac{{{a_{k + 1}}}}{{24}}\) . Hãy tính n
 ANSWERS: \(a = 4\) vÃ  \(b = -11\)  |  a=4 vÃ  b=-1  |  a=2 vÃ  b=-11 | a=2 vÃ  b=1,D05,D05-02-2a15," (15)Cho  \(f\left( x \right) = \left\{ \begin{gathered}  {x^2} - 4x + 4\,\,\,\,\,\,\,\,\,\,\,\left[ \begin{gathered} x \leqslant 3 \hfill \\x \geqslant 5 \hfill \\\end{gathered} \right. \hfill \\ ax + b\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,3 < x < 5 \hfill \\ \end{gathered} \right.\) .Tìm a,b để hàm số liên tục trên R?"
 ANSWERS: \(\frac{{3\sqrt 6 }}{2}\)  |  \(\frac{{\sqrt {12} }}{2}\)  |  \(\sqrt 6 \)  |  \(\frac{{\sqrt 6 }}{2}\) ,H07,00-26a-2a6,"  Cho 3 điểm   \(A\left( {1;0;0} \right),B\left( {0;0;1} \right),C\left( {2;1;1} \right)\) .Tính diện tích tam giác ABC"
 ANSWERS: \(\frac{{160}}{3}{\text{c}}{{\text{m}}^2}\)  |  \(\frac{{140}}{3}{\text{c}}{{\text{m}}^2}\)  |  \(\frac{{14}}{3}{\text{c}}{{\text{m}}^2}\)  |  \(50{\text{ c}}{{\text{m}}^2}\) ,D09,00-40a-1a29,"  Một hoa văn trang trí được tạo ra từ một miếng bìa mỏng hình vuông cạnh bằng  \(10\)  cm bằng cách khoét đi bốn phần bằng nhau có hình dạng parabol như hình bên. Biết  \(AB = 5\) cm,  \(OH = 4\)  cm. Tính diện tích bề mặt hoa văn đó."
 ANSWERS:\(30^\circ \) | \(60^\circ \) | \(45^\circ \) | \(90^\circ \),H06,01-58a-1a30, Cho hình lập phương \(ABCD.A'B'C'D'\). Góc giữa hai mặt phẳng \(\left( {A'B'CD} \right)\) và \(\left( {ABC'D'} \right)\) bằng
" ANSWERS: \(\frac{{{a^3}}}{{32}}\,\,\,\)  |  \(\frac{{3{a^3}}}{{32}}\,\)  |  \(\frac{{{a^3}\sqrt 3 }}{{32}}\)  |  \(\frac{{{a^3}}}{{64}}\) ",H05,00-26a-3a9,  Chóp  \(S.ABC\)  có  \(SA = SB = SC\)  \( = a\) . Góc giữa SA với mặt phẳng (ABC) bằng  \(60^\circ \) . Tam giác ABC đều. Tính  \({V_{S.ABC}}\) .
 ANSWERS: \(\lim \left( {{n^4} - 2{n^2} + 3} \right) = + \infty \)  |  \(\mathop {\lim }\limits_{x \to + \infty } \frac{{ - {x^2} + 3x + 6}}{{6{x^2} + 4x - 3}} = \frac{1}{6}\)  |  \(\mathop {\lim }\limits_{x \to - \infty } \frac{{ - 3{x^3} + 2x + 1}}{{6{x^2} + 2x + 2}} = + \infty \)  |  \(\mathop {\lim }\limits_{x \to {0^ + }} \frac{{100}}{x} = - \infty \) ,D05,02-33a-6a2,  Chọn khẳng định đúng trong các khẳng định sau:
 ANSWERS: \({U_n} = 1 + 2\left( {n - 1} \right)\)  |  \({U_n} = 9 + 2\left( {n - 1} \right)\)  |  \({U_n} = 9 + 3\left( {n - 1} \right)\)  |  \({U_n} = 1 + 3(n - 1)\) ,D04,01-20a-2a2,  Tìm  \({U_n}\)  của cấp số cộng biết  \({U_9} = 25\)  và  \({U_{13}} = 37\) .
" ANSWERS: Giao tuyến của  \(\left( \alpha \right)\) ,
 \(\left( \beta \right)\) trùng với d. |  Giao tuyến của  \(\left( \alpha \right)\) ,
 \(\left( \beta \right)\) song song hoặc trùng với d |  Giao tuyến  \(\left( \alpha \right)\) ,
 \(\left( \beta \right)\) của song song với d |  Giao tuyến  \(\left( \alpha \right)\) ,
 \(\left( \beta \right)\) của cắt d",H03,02-15a-4a10,"  Cho hai mặt phẳng  \(\left( \alpha \right)\) ,  \(\left( \beta \right)\) cắt nhau và cùng song song với đường thẳng d. Khẳng định nào đây đúng?"
 ANSWERS: \({S_{ABC}} = \frac{{\sqrt {13} }}{2}\)  |  \({S_{ABC}} = \frac{{\sqrt {11} }}{2}\)  |  \({S_{ABC}} = \frac{{\sqrt {14} }}{2}\)  |  \({S_{ABC}} = \frac{{\sqrt {12} }}{2}\) ,H07,00-30a-1a7," Trong không gian Oxyz cho 3 điểm A(1;1;0), B(0;2;1), C(1;0;2). Tính diện tích tam giác ABC"
 ANSWERS:1 | 2 | 3 | 0,D07,01-56a-1a9, Có bao nhiêu điểm thuộc trục hoành cách đều hai điểm cực trị của đồ thị hàm số \(y = {x^3} - 3{x^2} + 2\)
 ANSWERS: \(\left| A \right| \leqslant 1\)  |  \(\left| A \right| \geqslant 1\)  |  \(\left| A \right| < 1\)  |  \(\left| A \right| > 1\) ,D10,01-65a-5a5,  Cho số phức  \(z\) thỏa mãn  \(\left| z \right| \leqslant 1\) . Đặt  \(A = \frac{{2z - i}}{{2 + iz}}\) . Mệnh đề nào sau đây đúng?
 ANSWERS:362880 | 90720 | 151200 | 181440,D02,01-34a-2a4," Từ các số từ 1 đến 9 hỏi lập được bao nhiêu số có 9 chữ số khác nhau đôi một sao cho 3 số 1, 2, 3 không có số nào đứng cạnh nhau "
 ANSWERS: Hình lăng trụ có các cạnh bên song song và bằng nhau.  |  Hai mặt đáy của hình lăng trụ nằm trên hai mặt phẳng song song.  |  Hai đáy của lăng trụ là hai đa giác đều |  Các mặt bên của lăng trụ là các hình bình hành. ,H03,12-19b-2002a25," Trong các mệnh đề sau, mệnh đề nào SAI?"
 ANSWERS: \( - 4x - y + 4z - 7 = 0\)   |  \( - 4x + y + 4z - 7 = 0\)   |  \( - 4x + y + 4z + 9 = 0\)   |  \( - 4x - y + 4z - 9 = 0\)   | Đáp án khác...,H07,H07-04a-4e,"Cho điểm A(2;1; 4), B(0; –3; 1), C(2; –1; 0), D(0; –2; 1). Lập phương trình mặt phẳng (P) chứa AB và vuông góc với mặt phẳng (ACD)"
 ANSWERS: \(\sin 2x = \operatorname{s} {\text{inx}}.\cos x\)  |  \(1 + {\tan ^2}x = \frac{1}{{{{\cos }^2}x}}\)  |  \(1 + {\cot ^2}x = - \frac{1}{{{{\sin }^2}x}}\)  |  \(\tan x = \cot x\) ,D01,01-33a-1a21, Tìm khẳng định đúng trong các khẳng định sau:
 ANSWERS:20 | 30 | 10 | 15 | Đáp án khác...,H07,H07-02a-3i," Cho 4 điểm A (2;–1;6), B(–3;–1;–4), C(5;–1;0). Tính diện tích tam giác ABC "
 ANSWERS:\(y = {x^3} + {x^2} - 1\) | \(y = {x^4} - {x^2} - 1\) | \(y = - {x^2} - 1\) | \(y = \frac{1}{2}{x^4} + {x^2} - 1\),D07,01-44a-2a7,  Đường cong dưới đây có thể là đồ thị của hàm số nào?
 ANSWERS: \({e_2} = {e_3} = - \frac{{{E_0}}}{2}.\)  |  \({e_2} = - {e_3} = \frac{{{E_0}\sqrt 3 }}{2}.\)  |  \({e_2} = {e_3} = \frac{{{E_0}}}{2}.\)  |  \({e_2} = - {e_3} = \frac{{{E_0}}}{2}.\) ,XXX,LY-02-55ba35,"  Trong máy phát điện xoay chiều ba pha đang hoạt động ổn định, suất điện động cảm ứng cực đại trên mỗi pha là \({E_0}\). Khi từ thông qua cuộn dây thứ nhất đạt cực đại thì suất điện động cảm ứng trên hai cuộn còn lại là \({e_2}\) và \({e_3}\) có giá trị là"
 ANSWERS:-39. | -33. | 33. | 39.,H07,00-28a-1a24,"  Trong không gian với hệ tọa độ Oxyz, cho ba vectơ  \(\overrightarrow a \left( { - 2;3;1} \right),\overrightarrow b \left( {5; - 7;0} \right)\) và \(\overrightarrow c \left( {3; - 2;4} \right)\). Giá trị \(\overrightarrow a \left( {\overrightarrow b + \overrightarrow c } \right)\) bằng:"
 ANSWERS: \(y' = - \frac{{3{x^2} + 2}}{{{{\left( {{x^3} + 2x - 1} \right)}^2}}}\)  |  \(y' = - \frac{{3{x^2} + 1}}{{{{\left( {{x^3} + 2x - 1} \right)}^2}}}\)  |  \(y' = \frac{{3x + 2}}{{{{\left( {{x^3} + 2x - 1} \right)}^2}}}\)  |  \(y' = \frac{{3x + 1}}{{{{\left( {{x^3} + 2x - 1} \right)}^2}}}\) ,D06,D06-02a-3a5, (5) Đạo hàm của hàm số  \(y = \frac{1}{{{x^3} + 2x - 1}}\)   \(\left( {{x^3} + 2x - 1 \ne 0} \right)\) 
 ANSWERS: \(52\sqrt 2 \)  |  \(96\)  |  \(24\sqrt 7 \)  |  \(45\sqrt 5 \) ,H07,01-72a-3a3,  Cho khối nón có bán kính đáy  \(r = 12\)  và có góc ở đỉnh bằng  \(120^\circ \) . Tính diện tích của thiết diện đi qua hai đường sinh vuông góc với nhau.
 ANSWERS: \(\mathop {\max }\limits_{\left[ { - 1;3} \right]} y = 25\)  vÃ   \(\mathop {\min }\limits_{\left[ { - 1;3} \right]} y = 0\)  |  \(\mathop {\max }\limits_{\left[ { - 1;3} \right]} y = 0\) vÃ   \(\mathop {\min }\limits_{\left[ { - 1;3} \right]} y = - 25\)  |  \(\mathop {\max }\limits_{\left[ { - 1;3} \right]} y = 16\)  vÃ   \(\mathop {\min }\limits_{\left[ { - 1;3} \right]} y = 0\)  |  \(\mathop {\max }\limits_{\left[ { - 1;3} \right]} y = 25\)  vÃ   \(\mathop {\min }\limits_{\left[ { - 1;3} \right]} y = - 9\) ,D07,00-22b-2a5,"  Tìm giá trị Max,Min của hàm số:  \(y = {x^4} - 8{x^2} + 16\) trên đoạn \(\left[ { - 1;3} \right]\) "
