cd,text_encoded,answers_encoded
D07,"tim m de ham so y = left m + 0 right x^0 + mx + 0 nghich bien tren tap xac dinh answers: 0 leqslant m leqslant 0 | m leqslant 0 | left begin gathered m leqslant 0 hfill m geqslant 0 hfill 
 end gathered right. | left begin gathered m leqslant + 0 hfill m geqslant 0 hfill 
 end gathered right.","answers: 0 leqslant m leqslant 0 | m leqslant 0 | left begin gathered m leqslant 0 hfill m geqslant 0 hfill 
 end gathered right. | left begin gathered m leqslant + 0 hfill m geqslant 0 hfill 
 end gathered right."
D01,"giai phuong trinh sin ^0 0x + c text o text s ^0 0x = 0. answers: x = k0 pi ,k in mathbb z . | x = k frac 0 pi 0 ,k in mathbb z . | x = pi + k pi ,k in mathbb z . | x = k pi vee x = k frac pi 0 ,k in mathbb z .","answers: x = k0 pi ,k in mathbb z . | x = k frac 0 pi 0 ,k in mathbb z . | x = pi + k pi ,k in mathbb z . | x = k pi vee x = k frac pi 0 ,k in mathbb z ."
D09,"tim mot nguyen ham f left x right cua ham so f left x right = e^ + x left 0 e^x + 0 right , biet f left 0 right = 0. answers: f left x right = 0x + e^ + x . | f left x right = 0x + e^ + x + 0. | f left x right = 0 + e^ + x . | f left x right = 0x + e^ + x + 0.",answers: f left x right = 0x + e^ + x . | f left x right = 0x + e^ + x + 0. | f left x right = 0 + e^ + x . | f left x right = 0x + e^ + x + 0.
D01,tim nghiem cua phuong trinh operatorname s text inx = 0 answers: x = frac pi 0 + k pi | x = frac pi 0 + k0 pi | x = frac + pi 0 + k0 pi | x = k0 pi,answers: x = frac pi 0 + k pi | x = frac pi 0 + k0 pi | x = frac + pi 0 + k0 pi | x = k0 pi
D05,cho mathop lim limits_ x to a left frac x^0 + 0 x^0 + 0x + 0 right = 0 . tim a biet a > 0 answers: a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | dap an khac...,answers: a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | a = 0 + 0 sqrt 0 | dap an khac...
D06,"cho ham so y = f x = frac 0x + 0 x + 0 co do thi c . biet rang tiep tuyen do vuong goc voi duong thang y = 0x + 0 . cac tiep diem cua phuong trinh tiep tuyen voi c la: answers: m_0 left 0; , ,0 right va 
 m_0 left 0; , ,0 right | m_0 left 0; , , + frac 0 0 right va 
 m_0 left + 0; , , + frac 0 0 right | m_0 left + 0; , , frac 0 0 right va m_0 left 0; , , frac 0 0 right | m_0 left + 0; , , frac 0 0 right va 
 m_0 left + 0; , , frac 0 0 right","answers: m_0 left 0; , ,0 right va 
 m_0 left 0; , ,0 right | m_0 left 0; , , + frac 0 0 right va 
 m_0 left + 0; , , + frac 0 0 right | m_0 left + 0; , , frac 0 0 right va m_0 left 0; , , frac 0 0 right | m_0 left + 0; , , frac 0 0 right va 
 m_0 left + 0; , , frac 0 0 right"
D05,"cho ham so f x = left begin gathered frac sqrt x + 0 + 0 x + 0 , , , , , ,x > 0 hfill a , , , , , , , , , , , , , , , , , , , , , , , ,x , leqslant 0 hfill end gathered right. tim a de ham so lien tuc tai x_0 = 0 answers: frac 0 0 | + frac 0 0 | frac 0 0 | + frac 0 0",answers: frac 0 0 | + frac 0 0 | frac 0 0 | + frac 0 0
D07,do thi ham so y = frac 0x + 0 0x + 0 co tiem can ngang la : answers: y = frac 0 0 | y = frac + 0 0 | x = frac 0 0 | x = frac + 0 0,answers: y = frac 0 0 | y = frac + 0 0 | x = frac 0 0 | x = frac + 0 0
D05,"cho mathop lim limits_ x to + infty left frac sqrt a x^0 + x + sqrt b x^0 + 0 0x + 0 right = frac 0 0 .tim a, b biet b + a = 0 answers: a = 0,b = 0 | a = 0,b = 0 | a = 0,b = 0 | a = 0,b = 0 | dap an khac...","answers: a = 0,b = 0 | a = 0,b = 0 | a = 0,b = 0 | a = 0,b = 0 | dap an khac..."
D08,dao ham cua ham so log _0 left x^0 + 0x + 0 right la: answers: y' = frac 0x + 0 x^0 + 0x + 0 . ln 0 | y' = frac 0x + 0 left x^0 + 0x + 0 right . log 0 | y' = frac x^0 + 0x + 0 left 0x + 0 right ln 0 | y' = frac 0x + 0 x^0 + 0x + 0,answers: y' = frac 0x + 0 x^0 + 0x + 0 . ln 0 | y' = frac 0x + 0 left x^0 + 0x + 0 right . log 0 | y' = frac x^0 + 0x + 0 left 0x + 0 right ln 0 | y' = frac 0x + 0 x^0 + 0x + 0
D07,do thi ham so y = x^0 + 0 x^0 + 0x + 0 co duong thang di qua hai diem cuc tri la : answers: y = frac 0 0 x + frac 0 0 | y = + frac 0 0 x + frac 0 0 | y = frac 0 0 x + frac 0 0 | y = + frac 0 0 x + frac 0 0,answers: y = frac 0 0 x + frac 0 0 | y = + frac 0 0 x + frac 0 0 | y = frac 0 0 x + frac 0 0 | y = + frac 0 0 x + frac 0 0
D07,cho ham so y = frac 0 0 x^0 + frac 0 0 m x^0 + left 0m + 0 right x + 0 . gia tri cua m sat gia tri nao nhat trong cac gia tri sau de ham so co 0 cuc tri thoa man phuong trinh x_0 x_0 = 0 la: answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D01,tinh tong nghiem lon nhat va nho nhat trong khoang left + pi ; pi right cua phuong trinh 0 + 0 sin x cos x + 0 left operatorname s text inx + cos x right = 0 answers: frac + pi 0 | frac 0 pi 0 | frac pi 0 | frac 0 pi 0,answers: frac + pi 0 | frac 0 pi 0 | frac pi 0 | frac 0 pi 0
H07,cho ba tam giac deu canh bang a chong len nhau nhu hinh ve canh day cua tam giac tren di qua cac trung diem hai canh ben cua tam giac duoi . tinh theo a the tich cua khoi tron xoay tao thanh khi quay chung xung quanh duong thang d answers: frac 0 sqrt 0 pi a^0 0 | frac 0 sqrt 0 pi a^0 0 | frac sqrt 0 pi a^0 0 | frac 0 sqrt 0 pi a^0 0,answers: frac 0 sqrt 0 pi a^0 0 | frac 0 sqrt 0 pi a^0 0 | frac sqrt 0 pi a^0 0 | frac 0 sqrt 0 pi a^0 0
H04,cho hinh lap phuong abcd.a'b'c'd' canh a. tinh goc giua ab' va a'd answers: 0^o | 0^o | 0^o | 0^o,answers: 0^o | 0^o | 0^o | 0^o
D03,"tu khai trien bieu thuc a = left 0x + 0 right ^n thanh da thuc, hay tinh tong cac he so cua cac so hang chua x mu chan cua a, biet n nguyen duong thoa man: 0^n c_n^n + 0^ n + 0 c_n^ n + 0 + 0^ n + 0 c_n^ n + 0 + ... + 0c_n^0 + 0^0 c_n^0 = 0 answers:0 | +0 | frac 0 + 0^0 0 | 0",answers:0 | +0 | frac 0 + 0^0 0 | 0
D04,cho cap so cong co so hang tong quat u_n = + 0 + 0n . tinh u_ 0 + s_ 0 + s_0 answers:+0 | +0 | +0 | +0,answers:+0 | +0 | +0 | +0
H08,"cho m left 0;0; + 0 right va left p right :0x + y + 0z + 0 = 0 . tim toa do diem h la hinh chieu cua m tren left p right answers: h left + 0;
+ 0;0 right | h left 0;0;0 right | h left 0;0;0 right | h left + 0;0;
+ 0 right","answers: h left + 0;
+ 0;0 right | h left 0;0;0 right | h left 0;0;0 right | h left + 0;0;
+ 0 right"
D03,tim he so lon nhat cua khai trien a = left 0x + frac 0 0x right ^0 ? answers: frac 0 0 | 0 | 0 | frac 0 0,answers: frac 0 0 | 0 | 0 | frac 0 0
D01,"chu ky, khoang gia tri, bien do cua ham so y = + 0.0 cos 0t la? answers: chu ky = pi , khoang gia tri + 0.0 leqslant y leqslant 0.0 , bien do = 0.0 | chu ky = pi , khoang gia tri + 0 leqslant y leqslant 0 , bien do = 0 | chu ky = 0 pi , khoang gia tri + 0.0 leqslant y leqslant 0.0 , bien do = 0.0 | chu ky = 0 pi , khoang gia tri y leqslant 0.0 , bien do = 0.0","answers: chu ky = pi , khoang gia tri + 0.0 leqslant y leqslant 0.0 , bien do = 0.0 | chu ky = pi , khoang gia tri + 0 leqslant y leqslant 0 , bien do = 0 | chu ky = 0 pi , khoang gia tri + 0.0 leqslant y leqslant 0.0 , bien do = 0.0 | chu ky = 0 pi , khoang gia tri y leqslant 0.0 , bien do = 0.0"
D07,cho ham so y = f left x right xac dinh tren mathbb r va ham so y = f' left x right co do thi nhu hinh ben. xet cac khang dinh sau: i : ham so y = f left x right co 0 cuc tri. ii : phuong trinh f left x right = m + 0 co nhieu nhat ba nghiem. iii : ham so y = f left x + 0 right nghich bien tren khoang left 0;0 right . so khang dinh dung la answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D06,dao ham cua ham so y = frac x^0 0 + frac 0 x^0 0 + frac 0 x^0 0 + 0 answers: frac x^0 0 + frac 0 0 x^0 + frac 0 0 x | 0 x^0 + 0 x^0 + frac 0 0 x + 0 | 0 x^0 + 0 x^0 + frac 0 0 x | frac x^0 0 + frac 0 0 x^0 + frac 0 0 x + 0,answers: frac x^0 0 + frac 0 0 x^0 + frac 0 0 x | 0 x^0 + 0 x^0 + frac 0 0 x + 0 | 0 x^0 + 0 x^0 + frac 0 0 x | frac x^0 0 + frac 0 0 x^0 + frac 0 0 x + 0
D07,cho cap so cong left u_n right co so hang dau u_0 = 0 va cong sai d = 0 . gia tri cua u_0 bang answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D05,"cho ham so f x = left begin gathered frac 0 + sqrt 0x + 0 0 + x , , , , ,x ne frac 0 0 hfill m , , , , , , , , , , , , ,x = frac 0 0 hfill end gathered right. . tim m de ham so lien tuc tai x = frac 0 0 ? answers: m = 0 | m = + 0 | m = + 0 | m = 0",answers: m = 0 | m = + 0 | m = + 0 | m = 0
H03,"cho tu dien abcd co ad = ab = 0a,bd = 0a,bc = 0a . lay diem m thuoc bc. bm = x . mat phang left p right di qua m va song song voi left abd right . dung p ,tim thiet dien cua tu dien cat boi left p right . tinh dien tich thiet dien theo a va x answers: s = a^0 sqrt 0 | s = frac sqrt 0 0 left 0 a^0 + 0ax + x^0 right | s = frac 0 sqrt 0 0 left 0 a^0 + 0ax + x^0 right | s = frac sqrt 0 0 left 0 a^0 + 0ax + x^0 right",answers: s = a^0 sqrt 0 | s = frac sqrt 0 0 left 0 a^0 + 0ax + x^0 right | s = frac 0 sqrt 0 0 left 0 a^0 + 0ax + x^0 right | s = frac sqrt 0 0 left 0 a^0 + 0ax + x^0 right
D09,"cho hinh thang cong left h right gioi han boi cac duong y = e^x ,y = 0,x = 0 va x = ln 0 . duong thang x = k left 0 < k < ln 0 right chia left h right thanh hai phan co dien tich la s_0 va s_0 nhu hinh ve ben. tim k de s_0 = 0 s_0 answers: k = frac 0 0 ln 0 | k = ln 0 | k = ln frac 0 0 | k = ln 0",answers: k = frac 0 0 ln 0 | k = ln 0 | k = ln frac 0 0 | k = ln 0
D02,tu cac so tu 0 den 0 hoi lap duoc bao nhieu so co 0 chu so khac nhau doi mot va la so le answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H07,"cho 0 diem a 0;0; 0 , b 0; 0; 0 , c 0; 0; 0 , d 0; 0; 0 . hoi lap duoc bao nhieu mat phang p chua 0 diem a,b sao cho mat phang p cach deu 0 diem c,d ? answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang | dap an khac...",answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang | dap an khac...
D05,0 chon khang dinh dung trong cac khang dinh sau answers: mathop lim limits_ x to + infty left frac x^0 + x + 0 0 + left frac 0 0 right ^x right = + infty | mathop lim limits_ x to + infty frac left 0 + frac 0 x + frac 0 x^0 right left x + frac 0 x^0 right left frac 0 x + 0 right left 0 + frac 0 x + frac 0 x^0 right = + infty | mathop lim limits_ x to + infty frac 0 + frac 0 x + frac 0 x^0 0 + frac 0 x^0 + frac 0 x^0 = 0 | mathop lim limits_ x to + infty left n^0 left 0 + frac 0 n^0 + frac 0 n^0 right right = + infty,answers: mathop lim limits_ x to + infty left frac x^0 + x + 0 0 + left frac 0 0 right ^x right = + infty | mathop lim limits_ x to + infty frac left 0 + frac 0 x + frac 0 x^0 right left x + frac 0 x^0 right left frac 0 x + 0 right left 0 + frac 0 x + frac 0 x^0 right = + infty | mathop lim limits_ x to + infty frac 0 + frac 0 x + frac 0 x^0 0 + frac 0 x^0 + frac 0 x^0 = 0 | mathop lim limits_ x to + infty left n^0 left 0 + frac 0 n^0 + frac 0 n^0 right right = + infty
D03,tim x in z thoa man frac 0 n + 0 . frac n + 0 ! n + 0 !0! + frac n! 0. n + 0 . n + 0 ! = 0 n + 0 answers:n=0 | n=0 | n=0 | n=0,answers:n=0 | n=0 | n=0 | n=0
H03,cho tu dien abcd .goi m la trung diem bc. mat phang left p right di qua m va song song voi left abd right .dung left p right . thiet dien cua hinh chop cat boi left p right la hinh gi ? answers: tam giac | tu giac | ngu giac | luc giac,answers: tam giac | tu giac | ngu giac | luc giac
H07,"cho left d_0 right frac x + 0 0 = frac y + 0 + 0 = frac z + m 0 , left d_0 right frac x + 0 + 0 = frac y + 0 0 = frac z + 0 0 . tim m sao cho d_0 va d_0 cheo nhau? answers: m = 0 | m ne 0 | m ne 0 | m = 0",answers: m = 0 | m ne 0 | m ne 0 | m = 0
D08,nghiem cua bat phuong trinh 0^ 0x + 0 > 0^ 0 + x la answers: x > + frac 0 0 | x > frac 0 0 | x > frac 0 0 | x < frac 0 0,answers: x > + frac 0 0 | x > frac 0 0 | x > frac 0 0 | x < frac 0 0
D10,"xac dinh phan thuc phan ao cua so phuc z = frac m + i 0 + 0i answers: thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 i","answers: thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 | thuc: frac 0m + 0 0 , ao: frac + 0m + 0 0 i"
D10,"trong mat phang toa do, tap hop cac diem bieu dien so phuc z thoa man dieu kien z^0 + left overline z right ^0 = 0 la: answers: truc hoanh. | truc hoanh va truc tung. | duong phan giac goc phan tu thu nhat va thu ba. | cac duong phan giac cua cac goc toa do.",answers: truc hoanh. | truc hoanh va truc tung. | duong phan giac goc phan tu thu nhat va thu ba. | cac duong phan giac cua cac goc toa do.
H01,"cho hinh hop abcd.a'b'c'd' co m, n lan luot thuoc bb', c'b'. thiet dien cua hinh hop cat boi mat phang dmn la hinh gi ? answers: tam giac | tu giac | luc giac | ngu giac",answers: tam giac | tu giac | luc giac | ngu giac
H03,"cho s.abc. sab bot abc .ke ck bot ab,kh bot sa . chon khang dinh dung answers: left chk right bot left abc right | sac bot chk | left chk right bot left sbc right | hc bot ab",answers: left chk right bot left abc right | sac bot chk | left chk right bot left sbc right | hc bot ab
D02,"mot to gom 0 em, trong do co 0 nu duoc chia thanh 0 nhom deu nhau. tinh xac xuat de moi nhom co mot nu. answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
D09,"mot o to di chuyen mot quang duong s = 0 + t + 0,0 t^0 . tai thoi diem 0s, van toc cua o to la bao nhieu? answers: 0,0 left m/s right | 0,0 left m/s right | 0,0 left m/s right | 0,0 left m/s right","answers: 0,0 left m/s right | 0,0 left m/s right | 0,0 left m/s right | 0,0 left m/s right"
H03,"cho menh de ""qua duong thang a song song voi mat phang p ,.. mat phang di qua a va song song voi p "". chon cum tu thich hop dien vao cho trong answers: co vo so. | co dung hai. | co duy nhat mot. | khong co.",answers: co vo so. | co dung hai. | co duy nhat mot. | khong co.
D07,"cho ham so y = + x^0 + 0m x^0 + 0 . tim cac gia tri m de tat ca cac diem cuc tri cua do thi ham so deu nam tren cac truc toa do answers: left begin gathered m leqslant 0 hfill m = 0 hfill 
 end gathered right. | m leqslant 0 | m = 0 | khong co m","answers: left begin gathered m leqslant 0 hfill m = 0 hfill 
 end gathered right. | m leqslant 0 | m = 0 | khong co m"
H05,"cho hinh chop s.abc co left sbc right bot left abc right . tinh the tich chop s.abc biet delta sbc va delta abc deu, sa = a . answers: frac a^0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0",answers: frac a^0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0
D01,tap gia tri cua ham so y = 0 sin x + 0 cos x la answers: left + 0;0 right | left + 0;0 right | left + 0;0 right | left + 0;0 right,answers: left + 0;0 right | left + 0;0 right | left + 0;0 right | left + 0;0 right
D07,cho c : y = x^0 + 0 x^0 + 0x + 0 . tim so giao diem cua do thi c va duong thang d y = x + 0 answers:0 | 0 | 0 | khong co giao diem,answers:0 | 0 | 0 | khong co giao diem
D04,cho cap so nhan biet : u_0 + u_0 + u_0 = 0; u_0 + u_0 + u_0 = 0 . tim so hang tong quat va tinh tong 0 so hang dau tien cua day answers: u_n = 0.0^ n + 0 va s_0 = 0 | u_n = 0^ n + 0 va s_0 = 0 | u_n = 0^ n + 0 va s_0 = 0 | u_n = 0.0^ n + 0 va s_0 = 0,answers: u_n = 0.0^ n + 0 va s_0 = 0 | u_n = 0^ n + 0 va s_0 = 0 | u_n = 0^ n + 0 va s_0 = 0 | u_n = 0.0^ n + 0 va s_0 = 0
H07,cho mat phang left r right x + y + z + 0 = 0 va left q right x + y + z = 0 mat phang p chua giao tuyen cua r va q . lap phuong trinh mat phang p biet mat phang p di qua m left 0; + 0; + 0 right answers: x + y + z = 0 | + x + y = 0 | x + 0y + 0z = 0 | + x + 0y + z = 0,answers: x + y + z = 0 | + x + y = 0 | x + 0y + 0z = 0 | + x + 0y + z = 0
D09,cho int_0^0 frac 0 left 0x + 0 right left 0x + 0 right dx = a ln 0 + b ln 0 . tinh 0 left a + b right ? answers:0 | frac 0 0 | 0 | 0,answers:0 | frac 0 0 | 0 | 0
H05,"cho hinh chop s.abcd co day la hinh vuong canh 0a . sh bot left abcd right , h in ac sao cho ac = 0ah . goc giua sd va mat phang sac bang 0^0 . tinh the tich khoi chop s.abcd. answers: frac 0 a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac 0 a^0 0 sqrt 0",answers: frac 0 a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac 0 a^0 0 sqrt 0
H03,"cho tu dien oabc co oa,ob,oc doi 0 vuong goc,oe vuong goc voi bc, e in bc , h nam tren ae. khang dinh nao sau day la dung: answers:oh ? bc | ce ? ob | ah ? oc | ob ? bc",answers:oh ? bc | ce ? ob | ah ? oc | ob ? bc
D01,tim gia tri nho nhat cua cos x + 0 answers:+0 | +0 | 0 | 0,answers:+0 | +0 | 0 | 0
D04,cho cap so nhan co so hang tong quat la u_n = left + 0 right left + 0 right ^n .tinh s_0 + u_0 answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D09,ho nguyen ham cua ham so y = 0x + 0 ^0 la: answers: frac 0 0 0x + 0 ^0 + c | frac 0 0 0x + 0 ^0 + c | frac 0 0 0x + 0 ^0 + c | 0 0x + 0 ^0 + c,answers: frac 0 0 0x + 0 ^0 + c | frac 0 0 0x + 0 ^0 + c | frac 0 0 0x + 0 ^0 + c | 0 0x + 0 ^0 + c
D07,"ha m sa>>' y = frac x^0 + x + 0 x + 0 answers: dong bien tren tung khoang xac dinh | nghich bien tren tung khoang xac dinh | dong bien tren khoang left + infty ;0 right va left 0;0 right | nghich bien tren khoang left 0;0 right va dong bien 
 left 0;
+ infty right","answers: dong bien tren tung khoang xac dinh | nghich bien tren tung khoang xac dinh | dong bien tren khoang left + infty ;0 right va left 0;0 right | nghich bien tren khoang left 0;0 right va dong bien 
 left 0;
+ infty right"
D02,mot nguoi co 0 cai lo khac nhau va 0 bong hoa khac nhau. hoi nguoi do co bao nhieu cach cam hoa biet moi lo duoc cam 0 bong hoa answers:0 0 | 0 | 0 | 0 0,answers:0 0 | 0 | 0 | 0 0
D09,tong cac nghiem cua phuong trinh 0 log _ frac 0 0 x + x + x^0 = 0 answers: 0 | 0 | 0 | 0,answers: 0 | 0 | 0 | 0
D09,cho i_0 = 0 int limits_ ln 0 ^ ln 0 f t .dt = 0 tinh i_0 = int limits_0^0 f ln x . frac dx x answers:0 | 0 | frac 0 0 | frac 0 0,answers:0 | 0 | frac 0 0 | frac 0 0
D08,giai phuong trinh : log _x left 0 x^0 right . log _0^0x = 0 answers: x = frac 0 0 | x = 0 | x = frac 0 0 ;x = 0 | x = frac 0 0 ;x = 0,answers: x = frac 0 0 | x = 0 | x = frac 0 0 ;x = 0 | x = frac 0 0 ;x = 0
D01,"tim tap xac dinh text d cua ham so y = frac 0 tan x + 0 0 + sin ^0 x . answers: text d = mathbb r backslash left frac pi 0 + k0 pi ,k in mathbb z right . | text d = mathbb r backslash left frac pi 0 + k pi ,k in mathbb z right . | text d = mathbb r backslash left pi + k pi ,k in mathbb z right . | cos x ne pm 0 leftrightarrow sin x ne 0 leftrightarrow x ne k pi ,k in mathbb z .","answers: text d = mathbb r backslash left frac pi 0 + k0 pi ,k in mathbb z right . | text d = mathbb r backslash left frac pi 0 + k pi ,k in mathbb z right . | text d = mathbb r backslash left pi + k pi ,k in mathbb z right . | cos x ne pm 0 leftrightarrow sin x ne 0 leftrightarrow x ne k pi ,k in mathbb z ."
D04,cho cap so nhan biet: u_0 + u_0 = 0; u_0 + u_0 = 0 va q < 0 . tim tong so hang tong quat va tinh tong 0 so hang dau tien cua day. answers: u_n = left 0 right left frac 0 0 right ^ n + 0 va s_0 = frac + 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac + 0 0,answers: u_n = left 0 right left frac 0 0 right ^ n + 0 va s_0 = frac + 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac 0 0 | u_n = left + 0 right left frac 0 0 right ^ n + 0 va s_0 = frac + 0 0
H07,"cho diem a 0;+0; 0 , b 0; +0; 0 , c 0; 0; 0 , d +0; +0; 0 . lap phuong trinh mat phang p di qua a, song song voi bc va vuong goc voi mat phang acd answers: 0x + 0y + 0 = 0 | 0x + 0y + 0 = 0 | 0x + 0y + 0z = 0 | 0x + 0y + 0 = 0 | dap an khac...",answers: 0x + 0y + 0 = 0 | 0x + 0y + 0 = 0 | 0x + 0y + 0z = 0 | 0x + 0y + 0 = 0 | dap an khac...
H03,"cho s.abcd co ab parallel cd . cac diem m,n,p,q lan luot la trung diem sa,sb,sc,sd . goi o la giao diem ad va bc. cho cac khang dinh sau 0 mn parallel dc 0 m,n,p,q dong phang 0 mq,np,so dong quy 0 s,o,i thang hang voi i la giao diem cua mq va pn so khang dinh dung la answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D07,cho ham so y = frac sqrt x^0 + 0 + x^0 + 0 0 x^0 + 0x + 0 . dths co tat ca duong tiem can la answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H07,"cho diem a left 0;0;0 right , ,b left + 0;0;0 right , ,c left 0; + 0; + 0 right va left p right x + 0y + z + 0 = 0 . chon khang dinh dung : answers: d_ left b, left p right right < d_ left a, left p right right | d_ left a, left p right right < d_ left c, left p right right | d_ left c, left p right right < d_ left b, left p right right | d_ left c, left p right right + d_ left b, left p right right < d_ left a, left p right right","answers: d_ left b, left p right right < d_ left a, left p right right | d_ left a, left p right right < d_ left c, left p right right | d_ left c, left p right right < d_ left b, left p right right | d_ left c, left p right right + d_ left b, left p right right < d_ left a, left p right right"
H05,cho hinh lap phuong abcd.a'b'c'd'. goi m la trung diem cua aa'. tinh ty so frac v_ madc v_ abcda'b'c'd' answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0,answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
D05,"cho mathop lim limits_ x to 0 frac sqrt x^0 + 0x + sqrt 0x + 0 x^0 + 0 x^0 + 0x + 0 = frac 0 0 sqrt 0 left 0 right , mathop lim limits_ x to 0 frac 0 + sqrt 0 x + 0 x = frac 0 0 left 0 right .chon khang dinh dung? answers: left 0 right sai, left 0 right dung | left 0 right dung, left 0 right sai | left 0 right sai, left 0 right sai | left 0 right dung, left 0 right dung","answers: left 0 right sai, left 0 right dung | left 0 right dung, left 0 right sai | left 0 right sai, left 0 right sai | left 0 right dung, left 0 right dung"
H02,"biet m' left + 0;0 right la anh cua m left 0; + 0 right qua t_ overrightarrow u , , m'' left 0;0 right la anh cua m' qua t_ overrightarrow v , . toa do overrightarrow u , + overrightarrow v , = answers: left 0;
+ 0 right | left + 0;0 right | left + 0;
+ 0 right | left 0;0 right","answers: left 0;
+ 0 right | left + 0;0 right | left + 0;
+ 0 right | left 0;0 right"
